podCount,alpha,density,replicaCount,nodeCount,CCR,speedHete,MPEFT,MPEFTusage,IPPTS,IPPTSusage,CUSTOM,CUSTOMusage
100,0.2,0.4,4,8,0.5,1.0,188789,0.847,186578,0.873,172751,0.898
100,0.2,0.4,4,8,0.5,1.0,197951,0.586,198311,0.580,177462,0.593
100,0.2,0.4,4,8,0.5,1.0,160468,0.729,176100,0.671,128609,0.866
100,0.2,0.4,4,8,0.5,1.0,0,0.000,0,0.000,0,0.000
100,0.2,0.4,4,8,0.5,1.0,210925,0.507,232634,0.499,218891,0.504
100,0.2,0.4,4,8,0.5,2.0,241705,0.791,234414,0.840,196516,0.893
100,0.2,0.4,4,8,0.5,2.0,0,0.000,0,0.000,0,0.000
100,0.2,0.4,4,8,0.5,2.0,286932,0.829,272338,0.840,237944,0.870
100,0.2,0.4,4,8,0.5,2.0,0,0.000,0,0.000,0,0.000
100,0.2,0.4,4,8,0.5,2.0,168084,0.492,172615,0.491,157381,0.506
100,0.2,0.4,4,8,0.5,2.0,155757,0.848,151414,0.844,145144,0.872
100,0.2,0.4,4,8,0.5,2.0,154904,0.584,177180,0.522,135717,0.605
100,0.2,0.4,4,8,0.5,2.0,139428,0.734,170464,0.611,109641,0.834
100,0.2,0.4,4,8,0.5,2.0,0,0.000,0,0.000,0,0.000
100,0.2,0.4,4,8,0.5,2.0,204042,0.461,198258,0.464,175718,0.517
100,0.2,0.4,4,8,1.0,0.1,348452,0.802,331484,0.837,299932,0.882
100,0.2,0.4,4,8,1.0,0.1,0,0.000,0,0.000,0,0.000
100,0.2,0.4,4,8,1.0,0.1,370390,0.837,393765,0.813,361623,0.842
100,0.2,0.4,4,8,1.0,0.1,0,0.000,0,0.000,0,0.000
100,0.2,0.4,4,8,1.0,0.1,264951,0.496,287636,0.470,260364,0.504
100,0.2,0.4,4,8,1.0,0.1,250110,0.853,251265,0.861,229984,0.921
100,0.2,0.4,4,8,1.0,0.1,261267,0.587,250382,0.563,253878,0.603
100,0.2,0.4,4,8,1.0,0.1,172006,0.796,217203,0.672,152910,0.821
100,0.2,0.4,4,8,1.0,0.1,0,0.000,0,0.000,0,0.000
100,0.2,0.4,4,8,1.0,0.1,309638,0.470,324172,0.454,295379,0.480
100,0.2,0.4,4,8,1.0,0.5,315135,0.818,312420,0.818,279122,0.877
100,0.2,0.4,4,8,1.0,0.5,0,0.000,0,0.000,0,0.000
100,0.2,0.4,4,8,1.0,0.5,338057,0.841,355315,0.823,329024,0.861
100,0.2,0.4,4,8,1.0,0.5,0,0.000,0,0.000,0,0.000
100,0.2,0.4,4,8,1.0,0.5,237145,0.494,254258,0.470,238886,0.509
100,0.2,0.4,4,8,1.0,0.5,219442,0.843,218954,0.861,217950,0.862
100,0.2,0.4,4,8,1.0,0.5,228139,0.577,248026,0.546,212115,0.593
100,0.2,0.4,4,8,1.0,0.5,162339,0.811,210776,0.630,136357,0.880
100,0.2,0.4,4,8,1.0,0.5,0,0.000,0,0.000,0,0.000
100,0.2,0.4,4,8,1.0,0.5,266664,0.482,251849,0.491,258064,0.483
100,0.2,0.4,4,8,1.0,1.0,279664,0.791,308539,0.758,235955,0.915
100,0.2,0.4,4,8,1.0,1.0,0,0.000,0,0.000,0,0.000
100,0.2,0.4,4,8,1.0,1.0,324501,0.803,323713,0.828,274178,0.921
100,0.2,0.4,4,8,1.0,1.0,0,0.000,0,0.000,0,0.000
100,0.2,0.4,4,8,1.0,1.0,208648,0.498,212050,0.487,210534,0.489
100,0.2,0.4,4,8,1.0,1.0,188789,0.847,186578,0.873,168863,0.929
100,0.2,0.4,4,8,1.0,1.0,199325,0.567,198311,0.580,183641,0.587
100,0.2,0.4,4,8,1.0,1.0,141141,0.827,168261,0.709,128609,0.866
100,0.2,0.4,4,8,1.0,1.0,0,0.000,0,0.000,0,0.000
100,0.2,0.4,4,8,1.0,1.0,247525,0.470,232634,0.499,209548,0.526
100,0.2,0.4,4,8,1.0,2.0,245168,0.796,234414,0.840,197084,0.912
100,0.2,0.4,4,8,1.0,2.0,0,0.000,0,0.000,0,0.000
100,0.2,0.4,4,8,1.0,2.0,260693,0.872,272125,0.846,238813,0.904
100,0.2,0.4,4,8,1.0,2.0,0,0.000,0,0.000,0,0.000
100,0.2,0.4,4,8,1.0,2.0,168084,0.492,184574,0.496,170795,0.488
100,0.2,0.4,4,8,1.0,2.0,157042,0.804,151414,0.844,128303,0.959
100,0.2,0.4,4,8,1.0,2.0,156891,0.564,171912,0.544,143125,0.612
100,0.2,0.4,4,8,1.0,2.0,139428,0.734,143513,0.679,99026,0.917
100,0.2,0.4,4,8,1.0,2.0,0,0.000,0,0.000,0,0.000
100,0.2,0.4,4,8,1.0,2.0,196292,0.494,196058,0.469,179125,0.500
100,0.2,0.4,4,8,5.0,0.1,348452,0.802,331484,0.837,305547,0.869
100,0.2,0.4,4,8,5.0,0.1,0,0.000,0,0.000,0,0.000
100,0.2,0.4,4,8,5.0,0.1,370390,0.837,360138,0.866,343051,0.878
100,0.2,0.4,4,8,5.0,0.1,0,0.000,0,0.000,0,0.000
100,0.2,0.4,4,8,5.0,0.1,264951,0.496,287636,0.470,271249,0.493
100,0.2,0.4,4,8,5.0,0.1,268033,0.857,251265,0.861,234517,0.893
100,0.2,0.4,4,8,5.0,0.1,287546,0.550,261342,0.582,236431,0.602
100,0.2,0.4,4,8,5.0,0.1,179907,0.801,198277,0.735,163423,0.826
100,0.2,0.4,4,8,5.0,0.1,0,0.000,0,0.000,0,0.000
100,0.2,0.4,4,8,5.0,0.1,308986,0.473,324172,0.454,297977,0.476
100,0.2,0.4,4,8,5.0,0.5,315135,0.818,312420,0.818,271022,0.896
100,0.2,0.4,4,8,5.0,0.5,0,0.000,0,0.000,0,0.000
100,0.2,0.4,4,8,5.0,0.5,338168,0.853,349380,0.841,286526,0.971
100,0.2,0.4,4,8,5.0,0.5,0,0.000,0,0.000,0,0.000
100,0.2,0.4,4,8,5.0,0.5,237145,0.494,241594,0.494,234222,0.499
100,0.2,0.4,4,8,5.0,0.5,219442,0.843,218954,0.861,206645,0.881
100,0.2,0.4,4,8,5.0,0.5,228139,0.577,242533,0.564,206241,0.595
100,0.2,0.4,4,8,5.0,0.5,155430,0.785,210776,0.630,154474,0.795
100,0.2,0.4,4,8,5.0,0.5,0,0.000,0,0.000,0,0.000
100,0.2,0.4,4,8,5.0,0.5,272959,0.480,292016,0.455,257632,0.483
100,0.2,0.4,4,8,5.0,1.0,280942,0.839,287985,0.796,233385,0.867
100,0.2,0.4,4,8,5.0,1.0,0,0.000,0,0.000,0,0.000
100,0.2,0.4,4,8,5.0,1.0,313555,0.849,323713,0.828,280602,0.904
100,0.2,0.4,4,8,5.0,1.0,0,0.000,0,0.000,0,0.000
100,0.2,0.4,4,8,5.0,1.0,208648,0.498,227425,0.477,199837,0.503
100,0.2,0.4,4,8,5.0,1.0,188789,0.847,186578,0.873,170077,0.906
100,0.2,0.4,4,8,5.0,1.0,199325,0.567,198311,0.580,177462,0.594
100,0.2,0.4,4,8,5.0,1.0,214860,0.670,168261,0.709,125130,0.892
100,0.2,0.4,4,8,5.0,1.0,0,0.000,0,0.000,0,0.000
100,0.2,0.4,4,8,5.0,1.0,244997,0.461,232634,0.499,219815,0.501
100,0.2,0.4,4,8,5.0,2.0,245168,0.796,234414,0.840,197084,0.912
100,0.2,0.4,4,8,5.0,2.0,0,0.000,0,0.000,0,0.000
100,0.2,0.4,4,8,5.0,2.0,260693,0.872,247184,0.881,231669,0.909
100,0.2,0.4,4,8,5.0,2.0,0,0.000,0,0.000,0,0.000
100,0.2,0.4,4,8,5.0,2.0,168084,0.492,172615,0.491,159725,0.506
100,0.2,0.4,4,8,5.0,2.0,164227,0.807,151414,0.844,128303,0.938
100,0.2,0.4,4,8,5.0,2.0,154904,0.584,169725,0.570,135717,0.606
100,0.2,0.4,4,8,5.0,2.0,115529,0.753,164047,0.626,110728,0.831
100,0.2,0.4,4,8,5.0,2.0,0,0.000,0,0.000,0,0.000
100,0.2,0.4,4,8,5.0,2.0,204042,0.461,189941,0.469,0,0.000
100,0.2,0.4,4,8,10.0,0.1,348452,0.802,360185,0.790,305547,0.869
100,0.2,0.4,4,8,10.0,0.1,0,0.000,0,0.000,0,0.000
100,0.2,0.4,4,8,10.0,0.1,342202,0.846,360138,0.866,344918,0.871
100,0.2,0.4,4,8,10.0,0.1,0,0.000,0,0.000,0,0.000
100,0.2,0.4,4,8,10.0,0.1,264951,0.496,287636,0.470,263737,0.493
100,0.2,0.4,4,8,10.0,0.1,250110,0.853,237687,0.879,239266,0.910
100,0.2,0.4,4,8,10.0,0.1,259040,0.584,260349,0.585,239272,0.591
100,0.2,0.4,4,8,10.0,0.1,166094,0.849,217203,0.672,141045,0.936
