podCount,alpha,density,replicaCount,nodeCount,CCR,speedHete,MPEFT,MPEFTusage,IPPTS,IPPTSusage,CUSTOM,CUSTOMusage
100,0.8,0.4,4,8,1.0,1.0,0,0.000,0,0.000,0,0.000
100,0.8,0.4,4,8,1.0,1.0,218895,0.486,220081,0.486,211514,0.505
100,0.8,0.4,4,8,1.0,1.0,204768,0.827,204005,0.845,167207,1.001
100,0.8,0.4,4,8,1.0,1.0,210365,0.567,211081,0.573,187858,0.591
100,0.8,0.4,4,8,1.0,1.0,143755,0.854,148836,0.818,142562,0.835
100,0.8,0.4,4,8,1.0,1.0,0,0.000,0,0.000,0,0.000
100,0.8,0.4,4,8,1.0,1.0,227889,0.507,240923,0.493,222452,0.499
100,0.8,0.4,4,8,1.0,2.0,207641,0.871,218195,0.884,194899,0.892
100,0.8,0.4,4,8,1.0,2.0,0,0.000,0,0.000,0,0.000
100,0.8,0.4,4,8,1.0,2.0,247855,0.850,252665,0.872,233793,0.868
100,0.8,0.4,4,8,1.0,2.0,0,0.000,0,0.000,0,0.000
100,0.8,0.4,4,8,1.0,2.0,164805,0.503,180283,0.504,169231,0.515
100,0.8,0.4,4,8,1.0,2.0,92231,0.772,163502,0.831,131630,0.998
100,0.8,0.4,4,8,1.0,2.0,158178,0.577,165378,0.564,142580,0.586
100,0.8,0.4,4,8,1.0,2.0,124967,0.805,132334,0.797,113968,0.842
100,0.8,0.4,4,8,1.0,2.0,0,0.000,0,0.000,0,0.000
100,0.8,0.4,4,8,1.0,2.0,188259,0.504,199306,0.491,183554,0.495
100,0.8,0.4,4,8,5.0,0.1,302174,0.887,313724,0.861,286265,0.893
100,0.8,0.4,4,8,5.0,0.1,0,0.000,0,0.000,0,0.000
100,0.8,0.4,4,8,5.0,0.1,336898,0.870,330702,0.888,327260,0.871
100,0.8,0.4,4,8,5.0,0.1,0,0.000,0,0.000,0,0.000
100,0.8,0.4,4,8,5.0,0.1,299492,0.492,268550,0.502,280605,0.491
100,0.8,0.4,4,8,5.0,0.1,268478,0.838,254968,0.871,246686,0.902
100,0.8,0.4,4,8,5.0,0.1,256087,0.580,266245,0.566,230701,0.616
100,0.8,0.4,4,8,5.0,0.1,179188,0.817,182870,0.808,170909,0.810
100,0.8,0.4,4,8,5.0,0.1,0,0.000,0,0.000,0,0.000
100,0.8,0.4,4,8,5.0,0.1,295653,0.490,313110,0.477,253177,0.521
100,0.8,0.4,4,8,5.0,0.5,278302,0.873,288668,0.862,241010,0.953
100,0.8,0.4,4,8,5.0,0.5,0,0.000,0,0.000,0,0.000
100,0.8,0.4,4,8,5.0,0.5,265607,0.690,316995,0.865,295414,0.878
100,0.8,0.4,4,8,5.0,0.5,0,0.000,0,0.000,0,0.000
100,0.8,0.4,4,8,5.0,0.5,249190,0.496,237681,0.505,237091,0.498
100,0.8,0.4,4,8,5.0,0.5,227491,0.859,238982,0.829,191748,0.986
100,0.8,0.4,4,8,5.0,0.5,206156,0.572,228450,0.574,222274,0.577
100,0.8,0.4,4,8,5.0,0.5,149098,0.854,154294,0.817,141104,0.942
100,0.8,0.4,4,8,5.0,0.5,0,0.000,0,0.000,0,0.000
100,0.8,0.4,4,8,5.0,0.5,264808,0.492,281957,0.477,242332,0.528
100,0.8,0.4,4,8,5.0,1.0,250160,0.888,267520,0.843,270116,0.859
100,0.8,0.4,4,8,5.0,1.0,0,0.000,0,0.000,0,0.000
100,0.8,0.4,4,8,5.0,1.0,289726,0.874,288841,0.871,270656,0.866
100,0.8,0.4,4,8,5.0,1.0,0,0.000,0,0.000,0,0.000
100,0.8,0.4,4,8,5.0,1.0,218895,0.486,220081,0.486,190534,0.538
100,0.8,0.4,4,8,5.0,1.0,204768,0.827,204005,0.845,172469,0.881
100,0.8,0.4,4,8,5.0,1.0,195761,0.577,194331,0.576,175622,0.606
100,0.8,0.4,4,8,5.0,1.0,149493,0.815,148836,0.818,127486,0.847
100,0.8,0.4,4,8,5.0,1.0,0,0.000,0,0.000,0,0.000
100,0.8,0.4,4,8,5.0,1.0,227889,0.507,240923,0.493,221739,0.499
100,0.8,0.4,4,8,5.0,2.0,207641,0.871,218195,0.884,194899,0.892
100,0.8,0.4,4,8,5.0,2.0,0,0.000,0,0.000,0,0.000
100,0.8,0.4,4,8,5.0,2.0,247855,0.850,252665,0.872,220162,0.912
100,0.8,0.4,4,8,5.0,2.0,0,0.000,0,0.000,0,0.000
100,0.8,0.4,4,8,5.0,2.0,171301,0.484,177295,0.493,165139,0.498
100,0.8,0.4,4,8,5.0,2.0,159926,0.823,163502,0.831,146882,0.914
100,0.8,0.4,4,8,5.0,2.0,160274,0.582,165378,0.564,147405,0.580
100,0.8,0.4,4,8,5.0,2.0,123780,0.815,132334,0.797,102015,0.915
100,0.8,0.4,4,8,5.0,2.0,0,0.000,0,0.000,0,0.000
100,0.8,0.4,4,8,5.0,2.0,187262,0.502,189423,0.504,166603,0.518
100,0.8,0.4,4,8,10.0,0.1,302174,0.887,313724,0.861,297951,0.880
100,0.8,0.4,4,8,10.0,0.1,0,0.000,0,0.000,0,0.000
100,0.8,0.4,4,8,10.0,0.1,337223,0.866,330702,0.888,326596,0.872
100,0.8,0.4,4,8,10.0,0.1,0,0.000,0,0.000,0,0.000
100,0.8,0.4,4,8,10.0,0.1,273859,0.494,271195,0.499,265842,0.491
100,0.8,0.4,4,8,10.0,0.1,259721,0.855,276858,0.819,236330,0.896
100,0.8,0.4,4,8,10.0,0.1,278827,0.560,266245,0.566,238708,0.588
100,0.8,0.4,4,8,10.0,0.1,179188,0.817,182870,0.808,170909,0.810
100,0.8,0.4,4,8,10.0,0.1,0,0.000,0,0.000,0,0.000
100,0.8,0.4,4,8,10.0,0.1,299122,0.503,313110,0.477,280948,0.514
100,0.8,0.4,4,8,10.0,0.5,301804,0.867,290324,0.879,277964,0.882
100,0.8,0.4,4,8,10.0,0.5,0,0.000,0,0.000,0,0.000
100,0.8,0.4,4,8,10.0,0.5,318677,0.864,316995,0.865,294347,0.876
100,0.8,0.4,4,8,10.0,0.5,0,0.000,0,0.000,0,0.000
100,0.8,0.4,4,8,10.0,0.5,240921,0.496,237681,0.505,227121,0.494
100,0.8,0.4,4,8,10.0,0.5,232453,0.856,238982,0.829,223875,0.888
100,0.8,0.4,4,8,10.0,0.5,254742,0.573,225089,0.562,202566,0.605
100,0.8,0.4,4,8,10.0,0.5,173585,0.785,181394,0.754,153608,0.814
100,0.8,0.4,4,8,10.0,0.5,0,0.000,0,0.000,0,0.000
100,0.8,0.4,4,8,10.0,0.5,277830,0.477,281957,0.477,238084,0.493
100,0.8,0.4,4,8,10.0,1.0,265898,0.861,273080,0.858,240509,0.875
100,0.8,0.4,4,8,10.0,1.0,0,0.000,0,0.000,0,0.000
100,0.8,0.4,4,8,10.0,1.0,284587,0.860,288841,0.871,264166,0.881
100,0.8,0.4,4,8,10.0,1.0,0,0.000,0,0.000,0,0.000
100,0.8,0.4,4,8,10.0,1.0,218895,0.486,231103,0.485,259626,0.567
100,0.8,0.4,4,8,10.0,1.0,110662,0.741,204005,0.845,168643,0.967
100,0.8,0.4,4,8,10.0,1.0,195761,0.577,194331,0.576,192713,0.573
100,0.8,0.4,4,8,10.0,1.0,149493,0.815,125184,0.830,127486,0.847
100,0.8,0.4,4,8,10.0,1.0,0,0.000,0,0.000,0,0.000
100,0.8,0.4,4,8,10.0,1.0,209987,0.501,240923,0.493,200203,0.510
100,0.8,0.4,4,8,10.0,2.0,207641,0.871,235821,0.859,200697,0.866
100,0.8,0.4,4,8,10.0,2.0,0,0.000,0,0.000,0,0.000
100,0.8,0.4,4,8,10.0,2.0,247855,0.850,252665,0.872,226414,0.868
100,0.8,0.4,4,8,10.0,2.0,0,0.000,0,0.000,0,0.000
100,0.8,0.4,4,8,10.0,2.0,171301,0.484,182678,0.490,157293,0.504
100,0.8,0.4,4,8,10.0,2.0,159236,0.869,165157,0.824,127025,1.005
100,0.8,0.4,4,8,10.0,2.0,155319,0.564,165378,0.564,138255,0.592
100,0.8,0.4,4,8,10.0,2.0,123780,0.815,132334,0.797,102015,0.915
100,0.8,0.4,4,8,10.0,2.0,0,0.000,0,0.000,0,0.000
100,0.8,0.4,4,8,10.0,2.0,187262,0.502,199306,0.491,181155,0.494
100,0.8,0.4,4,16,0.5,0.1,156149,0.887,150596,0.911,128909,1.067
100,0.8,0.4,4,16,0.5,0.1,0,0.000,0,0.000,0,0.000
100,0.8,0.4,4,16,0.5,0.1,183026,0.802,163486,0.896,141164,1.002
